"waveid","personid","alterid","tie"
1,"pe2501","pe7179","relation"
1,"pe2501","pe7179","relation"
1,"pe2501","pe7240","relation"
1,"pe2501","pe7315","relation"
1,"pe2501","pe7427","relation"
1,"pe2501","pe7437","relation"
1,"pe2501","pe7446","relation"
1,"pe2502","pe7002","relation"
1,"pe2502","pe7020","relation"
1,"pe2502","pe7032","relation"
1,"pe2502","pe7254","relation"
1,"pe2502","pe7290","relation"
1,"pe2502","pe7358","relation"
1,"pe2502","pe7429","relation"
1,"pe2601","pe7063","relation"
1,"pe2601","pe7073","relation"
1,"pe2601","pe7109","relation"
1,"pe2601","pe7153","relation"
1,"pe2601","pe7156","relation"
1,"pe2601","pe7191","relation"
1,"pe2601","pe7242","relation"
1,"pe2601","pe7270","relation"
1,"pe2601","pe7279","relation"
1,"pe2601","pe7398","relation"
1,"pe2601","pe7438","relation"
1,"pe2602","pe7037","relation"
1,"pe2602","pe7040","relation"
1,"pe2602","pe7050","relation"
1,"pe2602","pe7121","relation"
1,"pe2602","pe7158","relation"
1,"pe2602","pe7303","relation"
1,"pe2602","pe7371","relation"
1,"pe2701","pe7019","relation"
1,"pe2701","pe7096","relation"
1,"pe2701","pe7176","relation"
1,"pe2701","pe7199","relation"
1,"pe2701","pe7247","relation"
1,"pe2701","pe7284","relation"
1,"pe2701","pe7379","relation"
1,"pe2702","pe7046","relation"
1,"pe2702","pe7200","relation"
1,"pe2702","pe7229","relation"
1,"pe2702","pe7266","relation"
1,"pe2702","pe7434","relation"
1,"pe2702","pe7505","relation"
1,"pe2801","pe7016","relation"
1,"pe2801","pe7019","relation"
1,"pe2801","pe7203","relation"
1,"pe2801","pe7206","relation"
1,"pe2801","pe7241","relation"
1,"pe2801","pe7284","relation"
1,"pe2801","pe7290","relation"
1,"pe2801","pe7379","relation"
1,"pe2801","pe7395","relation"
1,"pe2801","pe7396","relation"
1,"pe2802","pe7019","relation"
1,"pe2802","pe7045","relation"
1,"pe2802","pe7148","relation"
1,"pe2802","pe7199","relation"
1,"pe2802","pe7206","relation"
1,"pe2802","pe7283","relation"
1,"pe2802","pe7291","relation"
1,"pe2802","pe7332","relation"
1,"pe2802","pe7340","relation"
1,"pe2802","pe7343","relation"
1,"pe2802","pe7363","relation"
1,"pe2802","pe7389","relation"
1,"pe2802","pe7448","relation"
1,"pe2901","pe7026","relation"
1,"pe2901","pe7085","relation"
1,"pe2901","pe7122","relation"
1,"pe2901","pe7241","relation"
1,"pe2901","pe7317","relation"
1,"pe3102","pe7149","relation"
1,"pe3102","pe7201","relation"
1,"pe3102","pe7232","relation"
1,"pe3102","pe7255","relation"
1,"pe3201","pe7004","relation"
1,"pe3201","pe7028","relation"
1,"pe3201","pe7071","relation"
1,"pe3201","pe7081","relation"
1,"pe3201","pe7163","relation"
1,"pe3201","pe7183","relation"
1,"pe3201","pe7183","relation"
1,"pe3201","pe7220","relation"
1,"pe3201","pe7248","relation"
1,"pe3201","pe7352","relation"
1,"pe3201","pe7400","relation"
1,"pe3301","pe7001","relation"
1,"pe3301","pe7117","relation"
1,"pe3301","pe7151","relation"
1,"pe3301","pe7165","relation"
1,"pe3301","pe7295","relation"
1,"pe3301","pe7309","relation"
1,"pe3301","pe7359","relation"
1,"pe3301","pe7378","relation"
1,"pe3302","pe7017","relation"
1,"pe3302","pe7042","relation"
1,"pe3302","pe7086","relation"
1,"pe3302","pe7094","relation"
1,"pe3302","pe7108","relation"
1,"pe3302","pe7112","relation"
1,"pe3302","pe7128","relation"
1,"pe3302","pe7138","relation"
1,"pe3302","pe7162","relation"
1,"pe3302","pe7178","relation"
1,"pe3302","pe7190","relation"
1,"pe3302","pe7208","relation"
1,"pe3302","pe7209","relation"
1,"pe3302","pe7238","relation"
1,"pe3302","pe7301","relation"
1,"pe3302","pe7346","relation"
1,"pe3302","pe7385","relation"
1,"pe3302","pe7385","relation"
1,"pe3302","pe7409","relation"
1,"pe3302","pe7419","relation"
1,"pe3302","pe7423","relation"
1,"pe3302","pe7447","relation"
1,"pe3401","pe7171","relation"
1,"pe3401","pe7188","relation"
1,"pe3401","pe7376","relation"
1,"pe3402","pe7142","relation"
1,"pe3402","pe7258","relation"
1,"pe3402","pe7263","relation"
1,"pe3402","pe7288","relation"
1,"pe3402","pe7344","relation"
1,"pe3402","pe7367","relation"
1,"pe3402","pe7415","relation"
1,"pe3501","pe3510","relation"
1,"pe3501","pe7057","relation"
1,"pe3501","pe7141","relation"
1,"pe3501","pe7143","relation"
1,"pe3501","pe7143","relation"
1,"pe3501","pe7149","relation"
1,"pe3501","pe7160","relation"
1,"pe3501","pe7210","relation"
1,"pe3501","pe7216","relation"
1,"pe3501","pe7275","relation"
1,"pe3501","pe7382","relation"
1,"pe3501","pe7430","relation"
1,"pe3502","pe7052","relation"
1,"pe3502","pe7150","relation"
1,"pe3502","pe7158","relation"
1,"pe3502","pe7189","relation"
1,"pe3502","pe7216","relation"
1,"pe3502","pe7274","relation"
1,"pe3502","pe7303","relation"
1,"pe3502","pe7370","relation"
1,"pe3502","pe7386","relation"
1,"pe3502","pe7452","relation"
1,"pe3701","pe7235","relation"
1,"pe3701","pe7365","relation"
1,"pe3702","pe7059","relation"
1,"pe3702","pe7200","relation"
1,"pe3702","pe7235","relation"
1,"pe3702","pe7322","relation"
1,"pe3702","pe7441","relation"
1,"pe3702","pe7510","relation"
1,"pe3801","pe7012","relation"
1,"pe3801","pe7083","relation"
1,"pe3801","pe7127","relation"
1,"pe3801","pe7394","relation"
1,"pe3802","pe7012","relation"
1,"pe3802","pe7083","relation"
1,"pe3802","pe7094","relation"
1,"pe3802","pe7223","relation"
1,"pe3802","pe7233","relation"
1,"pe3802","pe7281","relation"
1,"pe3802","pe7282","relation"
1,"pe3802","pe7326","relation"
1,"pe3802","pe7352","relation"
1,"pe3802","pe7394","relation"
1,"pe3901","pe7271","relation"
1,"pe4301","pe7035","relation"
1,"pe4301","pe7123","relation"
1,"pe4301","pe7154","relation"
1,"pe4301","pe7506","relation"
1,"pe4302","pe6002","relation"
1,"pe4401","pe7035","relation"
1,"pe4401","pe7213","relation"
1,"pe4401","pe7508","relation"
1,"pe4402","pe7051","relation"
1,"pe4402","pe7094","relation"
1,"pe4402","pe7094","relation"
1,"pe4402","pe7097","relation"
1,"pe4402","pe7273","relation"
1,"pe4402","pe7327","relation"
1,"pe4402","pe7412","relation"
1,"pe4501","pe7031","relation"
1,"pe4501","pe7098","relation"
1,"pe4501","pe7115","relation"
1,"pe4501","pe7305","relation"
1,"pe4501","pe7321","relation"
1,"pe4501","pe7390","relation"
1,"pe4501","pe7404","relation"
1,"pe4501","pe7414","relation"
1,"pe4501","pe7451","relation"
1,"pe4501","pe7503","relation"
1,"pe4502","pe7009","relation"
1,"pe4502","pe7021","relation"
1,"pe4502","pe7023","relation"
1,"pe4502","pe7041","relation"
1,"pe4502","pe7041","relation"
1,"pe4502","pe7064","relation"
1,"pe4502","pe7072","relation"
1,"pe4502","pe7084","relation"
1,"pe4502","pe7111","relation"
1,"pe4502","pe7147","relation"
1,"pe4502","pe7158","relation"
1,"pe4502","pe7159","relation"
1,"pe4502","pe7174","relation"
1,"pe4502","pe7192","relation"
1,"pe4502","pe7256","relation"
1,"pe4502","pe7292","relation"
1,"pe4502","pe7320","relation"
1,"pe4502","pe7323","relation"
1,"pe4502","pe7325","relation"
1,"pe4502","pe7337","relation"
1,"pe4502","pe7342","relation"
1,"pe4502","pe7351","relation"
1,"pe4502","pe7362","relation"
1,"pe4502","pe7397","relation"
1,"pe4502","pe7416","relation"
1,"pe4701","pe4903","relation"
1,"pe4701","pe7008","relation"
1,"pe4701","pe7038","relation"
1,"pe4702","pe7049","relation"
1,"pe4702","pe7079","relation"
1,"pe4702","pe7285","relation"
1,"pe4702","pe7375","relation"
1,"pe4702","pe7400","relation"
1,"pe4702","pe7425","relation"
1,"pe4702","pe7445","relation"
1,"pe4801","pe4903","relation"
1,"pe4801","pe7181","relation"
1,"pe4801","pe7193","relation"
1,"pe4801","pe7246","relation"
1,"pe4801","pe7380","relation"
1,"pe4801","pe7433","relation"
1,"pe4801","pe7444","relation"
1,"pe4801","pe7504","relation"
1,"pe4802","pe7007","relation"
1,"pe4802","pe7090","relation"
1,"pe4802","pe7195","relation"
1,"pe4802","pe7196","relation"
1,"pe4802","pe7319","relation"
1,"pe4802","pe7328","relation"
1,"pe4802","pe7341","relation"
1,"pe4802","pe7357","relation"
1,"pe4901","pe7007","relation"
1,"pe4901","pe7025","relation"
1,"pe4901","pe7140","relation"
1,"pe4901","pe7161","relation"
1,"pe4901","pe7401","relation"
1,"pe4901","pe7414","relation"
1,"pe4901","pe7422","relation"
1,"pe4901","pe7444","relation"
1,"pe4902","pe7007","relation"
1,"pe4902","pe7025","relation"
1,"pe4902","pe7065","relation"
1,"pe4902","pe7090","relation"
1,"pe4902","pe7099","relation"
1,"pe4902","pe7182","relation"
1,"pe4902","pe7192","relation"
1,"pe4902","pe7193","relation"
1,"pe4902","pe7224","relation"
1,"pe4902","pe7251","relation"
1,"pe4902","pe7260","relation"
1,"pe4902","pe7265","relation"
1,"pe4902","pe7271","relation"
1,"pe4902","pe7341","relation"
1,"pe4902","pe7426","relation"
1,"pe4902","pe7433","relation"
1,"pe5201","pe5301","relation"
1,"pe5201","pe7073","relation"
1,"pe5201","pe7092","relation"
1,"pe5201","pe7156","relation"
1,"pe5202","pe7011","relation"
1,"pe5202","pe7034","relation"
1,"pe5202","pe7136","relation"
1,"pe5202","pe7167","relation"
1,"pe5202","pe7212","relation"
1,"pe5202","pe7217","relation"
1,"pe5202","pe7218","relation"
1,"pe5202","pe7296","relation"
1,"pe5202","pe7314","relation"
1,"pe5202","pe7350","relation"
1,"pe5202","pe7366","relation"
1,"pe5202","pe7449","relation"
1,"pe5401","pe7030","relation"
1,"pe5401","pe7035","relation"
1,"pe5401","pe7043","relation"
1,"pe5401","pe7145","relation"
1,"pe5401","pe7154","relation"
1,"pe5401","pe7166","relation"
1,"pe5401","pe7183","relation"
1,"pe5401","pe7222","relation"
1,"pe5401","pe7236","relation"
1,"pe5401","pe7264","relation"
1,"pe5401","pe7272","relation"
1,"pe5401","pe7286","relation"
1,"pe5401","pe7299","relation"
1,"pe5401","pe7393","relation"
1,"pe5401","pe7403","relation"
1,"pe5701","pe7249","relation"
1,"pe5701","pe7267","relation"
1,"pe5701","pe7353","relation"
1,"pe6101","pe7123","relation"
1,"pe6101","pe7184","relation"
1,"pe6101","pe7245","relation"
1,"pe6102","pe6002","relation"
1,"pe6102","pe7406","relation"
1,"pe6201","pe7124","relation"
1,"pe6201","pe7211","relation"
1,"pe6201","pe7431","relation"
